시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,도로형태,가해운전자 차종,피해운전자 차종
서울특별시 관악구 신림동,중상사고,0,1,0,0,차대사람 - 기타,교차로 - 교차로안,승용,보행자
서울특별시 강동구 강일동,중상사고,0,1,0,0,차대사람 - 기타,단일로 - 기타,화물,보행자
서울특별시 송파구 풍납동,중상사고,0,1,1,0,차대차 - 기타,교차로 - 교차로안,승용,승용
서울특별시 종로구 혜화동,경상사고,0,0,1,0,차대차 - 추돌,단일로 - 기타,화물,승용
서울특별시 강북구 수유동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로 - 교차로안,승용,이륜
서울특별시 동대문구 신설동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로 - 교차로안,자전거,승용
서울특별시 동대문구 장안동,경상사고,0,0,1,0,차대사람 - 횡단중,교차로 - 교차로안,승용,보행자
서울특별시 영등포구 당산동6가,경상사고,0,0,1,0,차대차 - 기타,단일로 - 기타,승용,승용
서울특별시 강남구 청담동,경상사고,0,0,1,0,차대차 - 측면충돌,단일로 - 기타,승용,승용
서울특별시 노원구 하계동,경상사고,0,0,1,0,차대차 - 기타,단일로 - 기타,자전거,승용
서울특별시 광진구 화양동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,단일로 - 기타,승용,보행자
서울특별시 동작구 사당동,경상사고,0,0,1,0,차대사람 - 기타,단일로 - 기타,승용,보행자
서울특별시 노원구 공릉동,중상사고,0,1,3,0,차대차 - 정면충돌,단일로 - 기타,승용,승용
서울특별시 광진구 군자동,경상사고,0,0,1,0,차대차 - 정면충돌,교차로 - 교차로횡단보도내,승용,개인형이동수단(PM)
서울특별시 성동구 성수동1가,경상사고,0,0,1,0,차대차 - 기타,기타 - 기타,승용,승용
서울특별시 성동구 성수동1가,경상사고,0,0,1,0,차대차 - 측면충돌,단일로 - 교량,승용,승용
서울특별시 송파구 잠실동,경상사고,0,0,1,0,차대차 - 기타,교차로 - 교차로안,승용,승용
서울특별시 송파구 마천동,경상사고,0,0,1,0,차대사람 - 차도통행중,단일로 - 기타,승용,보행자
서울특별시 강남구 역삼동,중상사고,0,1,0,0,차대차 - 측면충돌,단일로 - 기타,승용,승용
서울특별시 서대문구 냉천동,중상사고,0,1,0,0,차대차 - 측면충돌,단일로 - 기타,승용,이륜
서울특별시 용산구 이태원동,경상사고,0,0,1,0,차대차 - 추돌,교차로 - 교차로안,승용,승용
서울특별시 마포구 상암동,중상사고,0,1,1,0,차대차 - 측면충돌,교차로 - 교차로안,승용,화물
서울특별시 성동구 성수동1가,경상사고,0,0,1,0,차대차 - 측면충돌,교차로 - 교차로부근,승용,승용
서울특별시 노원구 하계동,경상사고,0,0,2,0,차대차 - 추돌,단일로 - 기타,이륜,승용
서울특별시 강남구 대치동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,단일로 - 기타,승용,보행자
서울특별시 중구 신당동,중상사고,0,1,0,0,차대사람 - 보도통행중,단일로 - 기타,원동기,보행자
서울특별시 강남구 청담동,경상사고,0,0,1,0,차대사람 - 기타,단일로 - 기타,승용,보행자
서울특별시 강서구 가양동,경상사고,0,0,2,0,차대차 - 기타,단일로 - 교량,승용,승용
서울특별시 성북구 길음동,경상사고,0,0,1,0,차대사람 - 기타,단일로 - 기타,승용,보행자
서울특별시 서대문구 창천동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로 - 교차로안,승용,이륜
서울특별시 은평구 응암동,경상사고,0,0,1,0,차대사람 - 보도통행중,교차로 - 교차로부근,자전거,보행자
서울특별시 강북구 수유동,경상사고,0,0,1,0,차대차 - 기타,교차로 - 교차로부근,이륜,이륜
서울특별시 동대문구 휘경동,경상사고,0,0,2,0,차대차 - 기타,단일로 - 기타,승용,건설기계
서울특별시 광진구 구의동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로 - 교차로안,승용,이륜
서울특별시 강서구 마곡동,경상사고,0,0,1,0,차대차 - 기타,교차로 - 교차로안,개인형이동수단(PM),승용
서울특별시 노원구 하계동,중상사고,0,1,0,0,차대사람 - 횡단중,교차로 - 교차로안,승용,보행자
서울특별시 도봉구 도봉동,중상사고,0,1,0,0,차대차 - 측면충돌,교차로 - 교차로안,이륜,승용
서울특별시 마포구 합정동,경상사고,0,0,1,0,차대차 - 기타,기타 - 기타,이륜,승용
서울특별시 동작구 노량진동,경상사고,0,0,1,0,차대차 - 측면충돌,단일로 - 기타,화물,승용
서울특별시 송파구 문정동,중상사고,0,1,0,0,차대사람 - 보도통행중,교차로 - 교차로횡단보도내,승용,보행자
서울특별시 송파구 장지동,경상사고,0,0,2,0,차대차 - 추돌,단일로 - 기타,승합,승용
서울특별시 서초구 잠원동,경상사고,0,0,2,0,차대차 - 기타,단일로 - 기타,승용,승합
서울특별시 양천구 목동,중상사고,0,1,0,0,차대차 - 측면충돌,교차로 - 교차로안,승용,이륜
서울특별시 성동구 성수동2가,경상사고,0,0,1,0,차대차 - 측면충돌,교차로 - 교차로부근,화물,이륜
서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 측면충돌,단일로 - 기타,승용,승합
서울특별시 강동구 길동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로 - 교차로부근,이륜,승용
서울특별시 서초구 염곡동,중상사고,0,1,0,0,차대차 - 추돌,단일로 - 기타,승용,이륜
서울특별시 서초구 잠원동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로 - 교차로부근,승용,승용
서울특별시 중구 을지로1가,경상사고,0,0,1,0,차대차 - 추돌,교차로 - 교차로부근,승용,화물
서울특별시 광진구 구의동,경상사고,0,0,1,0,차대차 - 추돌,단일로 - 기타,이륜,화물
서울특별시 영등포구 문래동3가,경상사고,0,0,2,0,차대차 - 측면충돌,교차로 - 교차로안,화물,승용
서울특별시 성동구 성수동2가,경상사고,0,0,1,0,차대사람 - 횡단중,교차로 - 교차로횡단보도내,화물,보행자
서울특별시 중랑구 묵동,경상사고,0,0,1,1,차대차 - 측면충돌,교차로 - 교차로안,자전거,이륜
서울특별시 강남구 압구정동,경상사고,0,0,1,0,차대차 - 기타,단일로 - 기타,승용,승용
서울특별시 성동구 성수동2가,경상사고,0,0,1,0,차대사람 - 기타,기타 - 기타,승용,보행자
서울특별시 동작구 대방동,경상사고,0,0,1,0,차대차 - 기타,교차로 - 교차로부근,개인형이동수단(PM),이륜
서울특별시 강서구 내발산동,경상사고,0,0,1,0,차대사람 - 차도통행중,단일로 - 기타,승용,보행자
서울특별시 강동구 천호동,중상사고,0,1,0,0,차대차 - 측면충돌,단일로 - 기타,승용,이륜
서울특별시 송파구 잠실동,중상사고,0,1,0,0,차대차 - 기타,교차로 - 교차로부근,승용,이륜
서울특별시 송파구 가락동,경상사고,0,0,1,0,차대차 - 기타,교차로 - 교차로안,개인형이동수단(PM),승용
서울특별시 성북구 하월곡동,경상사고,0,0,1,0,차대차 - 측면충돌,단일로 - 기타,승합,승용
서울특별시 서초구 잠원동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로 - 교차로안,승용,승용
서울특별시 도봉구 창동,중상사고,0,1,0,0,차대차 - 기타,교차로 - 교차로안,승용,이륜
서울특별시 도봉구 도봉동,경상사고,0,0,1,0,차량단독 - 기타,단일로 - 기타,승합,
서울특별시 동대문구 제기동,경상사고,0,0,1,0,차대사람 - 횡단중,교차로 - 교차로안,화물,보행자
서울특별시 영등포구 영등포동,경상사고,0,0,1,0,차대차 - 측면충돌,단일로 - 기타,승용,승용
서울특별시 성동구 행당동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로 - 교차로안,화물,이륜
서울특별시 관악구 봉천동,경상사고,0,0,1,0,차대차 - 추돌,단일로 - 기타,승용,승용
서울특별시 강남구 삼성동,경상사고,0,0,1,0,차대사람 - 기타,단일로 - 기타,승용,보행자
서울특별시 강동구 둔촌동,중상사고,0,1,1,0,차대차 - 기타,단일로 - 기타,원동기,원동기
서울특별시 양천구 목동,경상사고,0,0,1,0,차대사람 - 기타,단일로 - 기타,승용,보행자
서울특별시 노원구 월계동,중상사고,0,1,0,0,차대차 - 추돌,교차로 - 교차로부근,화물,이륜
서울특별시 서대문구 북가좌동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로 - 교차로안,이륜,이륜
서울특별시 중랑구 망우동,경상사고,0,0,1,0,차대차 - 측면충돌,단일로 - 기타,승용,이륜
서울특별시 관악구 신림동,경상사고,0,0,1,0,차대차 - 추돌,교차로 - 교차로부근,이륜,승용
서울특별시 강서구 방화동,중상사고,0,1,3,0,차대차 - 추돌,단일로 - 기타,승용,승용
서울특별시 구로구 개봉동,경상사고,0,0,1,0,차대차 - 기타,교차로 - 교차로부근,승용,승용
서울특별시 서초구 방배동,경상사고,0,0,2,0,차대차 - 측면충돌,단일로 - 기타,이륜,이륜
서울특별시 용산구 이촌동,경상사고,0,0,3,0,차대차 - 기타,단일로 - 기타,승용,화물
서울특별시 광진구 화양동,경상사고,0,0,5,0,차대차 - 추돌,단일로 - 기타,승용,화물
서울특별시 영등포구 양평동5가,경상사고,0,0,1,0,차대사람 - 기타,단일로 - 기타,승용,보행자
서울특별시 중랑구 신내동,경상사고,0,0,1,0,차대차 - 기타,단일로 - 기타,승용,이륜
서울특별시 송파구 잠실동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로 - 교차로안,자전거,원동기
서울특별시 구로구 신도림동,중상사고,0,1,0,0,차대차 - 측면충돌,교차로 - 교차로안,이륜,승합
서울특별시 양천구 목동,경상사고,0,0,1,0,차대차 - 추돌,교차로 - 교차로부근,승용,승용
서울특별시 동대문구 청량리동,경상사고,0,0,1,0,차대차 - 추돌,교차로 - 교차로부근,승용,승용
서울특별시 중랑구 묵동,중상사고,0,1,0,0,차대차 - 기타,단일로 - 기타,이륜,이륜
서울특별시 강남구 수서동,경상사고,0,0,1,0,차대사람 - 기타,단일로 - 기타,승용,보행자
서울특별시 강남구 대치동,경상사고,0,0,3,0,차대차 - 측면충돌,단일로 - 기타,승용,승용
서울특별시 종로구 숭인동,경상사고,0,0,1,0,차대사람 - 기타,단일로 - 기타,기타불명,보행자
서울특별시 용산구 한남동,경상사고,0,0,3,0,차대차 - 추돌,단일로 - 고가도로위,승용,승용
서울특별시 성북구 동선동4가,경상사고,0,0,2,2,차대차 - 추돌,교차로 - 교차로횡단보도내,승용,승용
서울특별시 강북구 수유동,경상사고,0,0,2,0,차대차 - 측면충돌,단일로 - 기타,승용,승용
서울특별시 관악구 신림동,경상사고,0,0,1,0,차량단독 - 기타,교차로 - 교차로부근,승용,
서울특별시 강남구 역삼동,경상사고,0,0,1,0,차대사람 - 기타,단일로 - 기타,개인형이동수단(PM),보행자
서울특별시 강남구 역삼동,경상사고,0,0,1,0,차대차 - 추돌,단일로 - 기타,승용,승용
서울특별시 강남구 대치동,경상사고,0,0,5,0,차대차 - 추돌,단일로 - 기타,승용,승합
서울특별시 구로구 구로동,중상사고,0,1,0,0,차대사람 - 횡단중,교차로 - 교차로횡단보도내,승용,보행자
서울특별시 은평구 수색동,경상사고,0,0,2,0,차대차 - 측면충돌,단일로 - 기타,화물,승합
서울특별시 광진구 광장동,경상사고,0,0,1,0,차대차 - 측면충돌,기타 - 기타,승용,승용
서울특별시 강남구 논현동,경상사고,0,0,1,0,차대차 - 기타,기타 - 기타,승용,이륜
서울특별시 송파구 문정동,중상사고,0,1,1,0,차대차 - 기타,교차로 - 교차로안,승용,승용
서울특별시 양천구 신정동,경상사고,0,0,2,0,차대차 - 기타,교차로 - 교차로안,승용,승용
서울특별시 서초구 방배동,중상사고,0,1,0,0,차대차 - 측면충돌,단일로 - 기타,승용,화물
서울특별시 강북구 미아동,경상사고,0,0,2,0,차대차 - 측면충돌,교차로 - 교차로안,화물,승용
서울특별시 동작구 사당동,경상사고,0,0,1,0,차대차 - 측면충돌,단일로 - 기타,승용,승용
서울특별시 중랑구 망우동,경상사고,0,0,1,0,차대차 - 기타,교차로 - 교차로부근,승용,승합
서울특별시 관악구 신림동,경상사고,0,0,1,0,차대차 - 추돌,교차로 - 교차로부근,승용,승용
서울특별시 구로구 구로동,중상사고,0,1,0,0,차대차 - 정면충돌,교차로 - 교차로안,승용,이륜
서울특별시 성동구 성수동2가,경상사고,0,0,1,0,차대사람 - 기타,교차로 - 교차로부근,자전거,보행자
서울특별시 노원구 월계동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로 - 교차로안,화물,승용
서울특별시 강남구 도곡동,경상사고,0,0,1,0,차대차 - 측면충돌,단일로 - 기타,승용,승용
서울특별시 강남구 청담동,경상사고,0,0,1,0,차대사람 - 보도통행중,교차로 - 교차로횡단보도내,승용,보행자
서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대차 - 추돌,교차로 - 교차로부근,승용,승용
서울특별시 성북구 종암동,경상사고,0,0,1,0,차대차 - 추돌,단일로 - 기타,화물,승용
서울특별시 서초구 양재동,중상사고,0,1,0,0,차대사람 - 기타,단일로 - 기타,승용,보행자
서울특별시 성동구 성수동1가,경상사고,0,0,2,0,차대차 - 추돌,단일로 - 기타,화물,승용
서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대사람 - 차도통행중,교차로 - 교차로안,승용,보행자
서울특별시 강동구 성내동,경상사고,0,0,1,0,차대차 - 후진중충돌,단일로 - 기타,승용,승용
서울특별시 구로구 고척동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로 - 교차로안,승용,화물
서울특별시 서초구 서초동,중상사고,0,1,0,0,차대사람 - 횡단중,교차로 - 교차로횡단보도내,화물,보행자
서울특별시 서초구 방배동,중상사고,0,1,0,0,차대차 - 측면충돌,교차로 - 교차로안,승용,이륜
서울특별시 용산구 한남동,경상사고,0,0,2,0,차대차 - 기타,단일로 - 교량,기타불명,승합
서울특별시 강북구 미아동,중상사고,0,1,1,0,차대사람 - 횡단중,교차로 - 교차로안,이륜,보행자
서울특별시 광진구 자양동,경상사고,0,0,5,0,차대차 - 추돌,단일로 - 교량,승용,승용
서울특별시 마포구 연남동,중상사고,0,1,0,0,차대차 - 추돌,교차로 - 교차로안,승용,이륜
서울특별시 영등포구 대림동,경상사고,0,0,1,0,차대차 - 기타,단일로 - 기타,승용,승용
서울특별시 성동구 용답동,경상사고,0,0,1,0,차대사람 - 차도통행중,단일로 - 기타,승용,보행자
서울특별시 강서구 염창동,중상사고,0,1,0,0,차대차 - 기타,교차로 - 교차로안,원동기,원동기
서울특별시 도봉구 방학동,중상사고,0,1,0,0,차대차 - 기타,단일로 - 기타,화물,이륜
서울특별시 중구 서소문동,중상사고,0,1,0,0,차대차 - 측면충돌,단일로 - 지하차도(도로)내,승용,원동기
서울특별시 강남구 논현동,경상사고,0,0,1,0,차대차 - 기타,기타 - 기타,이륜,승용
서울특별시 강남구 청담동,경상사고,0,0,2,0,차대차 - 기타,교차로 - 교차로부근,이륜,승용
서울특별시 송파구 문정동,경상사고,0,0,1,0,차대차 - 추돌,교차로 - 교차로부근,승용,승용
서울특별시 노원구 공릉동,경상사고,0,0,2,0,차대차 - 추돌,단일로 - 기타,승용,승용
서울특별시 은평구 녹번동,경상사고,0,0,2,0,차대차 - 측면충돌,단일로 - 기타,화물,승용
서울특별시 강북구 미아동,경상사고,0,0,1,0,차대차 - 측면충돌,단일로 - 기타,이륜,승용
서울특별시 영등포구 양평동3가,경상사고,0,0,1,0,차대차 - 기타,단일로 - 기타,화물,승용
서울특별시 중랑구 면목동,경상사고,0,0,1,0,차대차 - 기타,단일로 - 기타,이륜,개인형이동수단(PM)
서울특별시 강동구 암사동,중상사고,0,1,0,0,차대차 - 추돌,교차로 - 교차로안,승용,이륜
서울특별시 송파구 잠실동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로 - 교차로안,자전거,승용
서울특별시 강남구 수서동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,교차로 - 교차로안,승용,보행자
서울특별시 용산구 보광동,경상사고,0,0,1,0,차대차 - 측면충돌,단일로 - 고가도로위,승용,승용
서울특별시 영등포구 당산동1가,경상사고,0,0,1,0,차대차 - 측면충돌,교차로 - 교차로안,특수,자전거
서울특별시 영등포구 당산동6가,경상사고,0,0,1,0,차대차 - 측면충돌,교차로 - 교차로부근,승용,승용
서울특별시 강남구 역삼동,경상사고,0,0,1,0,차대차 - 기타,단일로 - 기타,이륜,승용
서울특별시 강서구 화곡동,중상사고,0,1,0,0,차대차 - 기타,교차로 - 교차로부근,승용,이륜
서울특별시 강동구 고덕동,경상사고,0,0,1,0,차대차 - 측면충돌,기타 - 기타,승용,승용
서울특별시 노원구 월계동,중상사고,0,1,0,0,차대차 - 측면충돌,교차로 - 교차로안,승용,원동기
서울특별시 동대문구 신설동,중상사고,0,3,0,0,차대차 - 기타,단일로 - 기타,이륜,이륜
서울특별시 성동구 송정동,경상사고,0,0,1,0,차대차 - 측면충돌,단일로 - 기타,자전거,자전거
서울특별시 양천구 신월동,중상사고,0,1,0,0,차대차 - 측면충돌,단일로 - 기타,자전거,이륜
서울특별시 양천구 목동,경상사고,0,0,2,0,차대차 - 기타,단일로 - 기타,승용,건설기계
서울특별시 노원구 상계동,경상사고,0,0,1,1,차대차 - 정면충돌,교차로 - 교차로부근,이륜,이륜
서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대사람 - 기타,단일로 - 기타,화물,보행자
서울특별시 마포구 용강동,중상사고,0,1,0,0,차대사람 - 기타,교차로 - 교차로안,승용,보행자
서울특별시 영등포구 대림동,중상사고,0,1,0,0,차대차 - 기타,교차로 - 교차로안,이륜,화물
서울특별시 영등포구 여의도동,경상사고,0,0,2,0,차대차 - 기타,단일로 - 기타,승합,승용
서울특별시 동대문구 답십리동,중상사고,0,1,0,0,차대차 - 기타,단일로 - 기타,승용,자전거
서울특별시 영등포구 당산동4가,경상사고,0,0,1,0,차대차 - 측면충돌,교차로 - 교차로안,화물,승용
서울특별시 강남구 논현동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로 - 교차로횡단보도내,승용,개인형이동수단(PM)
서울특별시 강동구 성내동,경상사고,0,0,1,0,차대차 - 정면충돌,교차로 - 교차로안,승용,승합
서울특별시 은평구 불광동,경상사고,0,0,3,0,차대차 - 측면충돌,단일로 - 기타,승합,승용
서울특별시 동대문구 청량리동,경상사고,0,0,2,0,차대차 - 기타,교차로 - 교차로부근,화물,승용
서울특별시 관악구 신림동,경상사고,0,0,1,0,차대차 - 추돌,교차로 - 교차로안,승용,자전거
서울특별시 강남구 논현동,중상사고,0,1,1,0,차대차 - 기타,교차로 - 교차로부근,이륜,승용
서울특별시 송파구 장지동,중상사고,0,1,0,0,차대차 - 후진중충돌,교차로 - 교차로안,화물,이륜
서울특별시 은평구 역촌동,경상사고,0,0,1,0,차대사람 - 보도통행중,교차로 - 교차로부근,기타불명,보행자
서울특별시 강북구 번동,경상사고,0,0,1,0,차대차 - 기타,단일로 - 기타,이륜,승용
서울특별시 영등포구 양평동3가,경상사고,0,0,1,0,차대차 - 측면충돌,단일로 - 기타,승용,승용
서울특별시 강남구 신사동,경상사고,0,0,1,0,차대차 - 기타,교차로 - 교차로부근,승용,이륜
서울특별시 송파구 잠실동,경상사고,0,0,4,0,차대차 - 기타,단일로 - 기타,승용,승용
서울특별시 송파구 가락동,경상사고,0,0,1,0,차대차 - 정면충돌,교차로 - 교차로안,승합,원동기
서울특별시 노원구 중계동,중상사고,0,1,0,0,차대차 - 측면충돌,단일로 - 기타,자전거,승합
서울특별시 동작구 상도동,중상사고,0,1,0,0,차대차 - 측면충돌,교차로 - 교차로안,승용,이륜
서울특별시 중랑구 묵동,경상사고,0,0,1,0,차대차 - 기타,교차로 - 교차로안,이륜,이륜
서울특별시 강서구 가양동,경상사고,0,0,1,0,차대차 - 기타,교차로 - 교차로안,승용,원동기
서울특별시 강동구 천호동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로 - 교차로안,승용,자전거
서울특별시 관악구 봉천동,중상사고,0,1,0,0,차대차 - 기타,교차로 - 교차로안,승용,이륜
서울특별시 강남구 논현동,경상사고,0,0,1,0,차대차 - 측면충돌,단일로 - 기타,승용,이륜
서울특별시 강남구 신사동,중상사고,0,1,0,0,차대사람 - 차도통행중,교차로 - 교차로부근,승용,보행자
서울특별시 강서구 방화동,경상사고,0,0,1,0,차대차 - 추돌,기타 - 기타,승용,승용
서울특별시 강서구 화곡동,경상사고,0,0,1,1,차대차 - 기타,교차로 - 교차로횡단보도내,자전거,승용
서울특별시 송파구 오금동,경상사고,0,0,2,0,차대차 - 추돌,교차로 - 교차로부근,승용,승용
서울특별시 송파구 문정동,경상사고,0,0,1,0,차량단독 - 공작물충돌,교차로 - 교차로부근,승용,
서울특별시 성북구 석관동,경상사고,0,0,1,0,차대사람 - 차도통행중,교차로 - 교차로부근,승용,보행자
서울특별시 양천구 신정동,중상사고,0,2,0,0,차대차 - 추돌,기타 - 기타,승용,승합
서울특별시 강남구 일원동,경상사고,0,0,4,0,차대차 - 추돌,교차로 - 교차로안,승용,승합
서울특별시 종로구 세종로,중상사고,0,1,0,0,차대차 - 기타,단일로 - 기타,승용,이륜
서울특별시 영등포구 양평동6가,중상사고,0,1,0,0,차대차 - 추돌,단일로 - 기타,승용,승용
서울특별시 강남구 청담동,경상사고,0,0,1,0,차대차 - 기타,교차로 - 교차로부근,승용,이륜
서울특별시 영등포구 양평동6가,경상사고,0,0,1,0,차대차 - 측면충돌,단일로 - 교량,기타불명,승용
서울특별시 금천구 독산동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로 - 교차로안,화물,승용
서울특별시 동대문구 이문동,경상사고,0,0,1,0,차대차 - 기타,교차로 - 교차로안,승용,승합
서울특별시 동대문구 휘경동,경상사고,0,0,1,0,차대차 - 측면충돌,단일로 - 기타,자전거,자전거
서울특별시 마포구 중동,경상사고,0,0,1,0,차대차 - 기타,교차로 - 교차로안,승용,승용
서울특별시 강동구 암사동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로 - 교차로안,승합,승용
서울특별시 서대문구 북아현동,경상사고,0,0,1,0,차대사람 - 보도통행중,단일로 - 기타,자전거,보행자
서울특별시 송파구 장지동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,교차로 - 교차로횡단보도내,화물,보행자
서울특별시 노원구 중계동,경상사고,0,0,2,0,차대차 - 기타,교차로 - 교차로안,승용,승용
서울특별시 은평구 갈현동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로 - 교차로안,승합,승용
서울특별시 금천구 독산동,경상사고,0,0,1,0,차대차 - 기타,교차로 - 교차로부근,승용,승용
서울특별시 성동구 성수동1가,경상사고,0,0,2,0,차대차 - 기타,교차로 - 교차로횡단보도내,개인형이동수단(PM),자전거
서울특별시 송파구 방이동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로 - 교차로안,승용,자전거
서울특별시 송파구 가락동,경상사고,0,0,3,0,차대차 - 추돌,기타 - 기타,승용,승용
서울특별시 동대문구 장안동,경상사고,0,0,1,1,차대차 - 기타,단일로 - 기타,승용,승용
서울특별시 성동구 성수동1가,경상사고,0,0,2,0,차대차 - 기타,교차로 - 교차로안,승용,승용
서울특별시 성동구 성수동2가,경상사고,0,0,1,0,차대차 - 후진중충돌,단일로 - 기타,승용,승용
서울특별시 동작구 상도동,경상사고,0,0,1,0,차대차 - 후진중충돌,교차로 - 교차로부근,승용,승용
서울특별시 동작구 동작동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로 - 교차로안,승용,승용
서울특별시 강남구 역삼동,경상사고,0,0,1,0,차대차 - 기타,단일로 - 기타,기타불명,이륜
서울특별시 송파구 신천동,경상사고,0,0,3,0,차대차 - 기타,교차로 - 교차로안,승용,승용
서울특별시 서초구 양재동,경상사고,0,0,3,0,차대차 - 기타,단일로 - 기타,승합,승용
서울특별시 서초구 방배동,경상사고,0,0,1,0,차대차 - 추돌,주차장 - 주차장,승용,승용
서울특별시 동대문구 답십리동,경상사고,0,0,1,0,차대사람 - 기타,교차로 - 교차로부근,승용,보행자
서울특별시 영등포구 양평동6가,중상사고,0,1,0,0,차대차 - 기타,단일로 - 기타,자전거,자전거
서울특별시 동작구 상도동,경상사고,0,0,1,0,차대사람 - 기타,단일로 - 기타,화물,보행자
서울특별시 강동구 강일동,경상사고,0,0,2,0,차대차 - 정면충돌,기타 - 기타,승용,승용
서울특별시 성북구 정릉동,중상사고,0,1,0,0,차대사람 - 횡단중,단일로 - 기타,화물,보행자
서울특별시 성북구 성북동,경상사고,0,0,1,0,차대차 - 기타,기타 - 기타,승용,자전거
서울특별시 영등포구 여의도동,경상사고,0,0,1,0,차대차 - 기타,단일로 - 기타,화물,승용
서울특별시 관악구 봉천동,경상사고,0,0,1,0,차대차 - 후진중충돌,단일로 - 기타,승용,이륜
서울특별시 송파구 석촌동,중상사고,0,1,0,0,차대차 - 기타,교차로 - 교차로안,이륜,승용
서울특별시 송파구 삼전동,경상사고,0,0,1,0,차량단독 - 기타,교차로 - 교차로부근,자전거,
서울특별시 구로구 가리봉동,경상사고,0,0,1,0,차대차 - 기타,단일로 - 기타,화물,자전거
서울특별시 구로구 구로동,경상사고,0,0,1,0,차대사람 - 기타,단일로 - 기타,기타불명,보행자
서울특별시 동대문구 제기동,경상사고,0,0,1,0,차대차 - 기타,교차로 - 교차로부근,승용,승합
서울특별시 마포구 합정동,경상사고,0,0,1,0,차대차 - 기타,단일로 - 기타,원동기,승용
서울특별시 강남구 역삼동,경상사고,0,0,1,0,차대차 - 측면충돌,단일로 - 기타,승용,승용
서울특별시 강동구 천호동,경상사고,0,0,1,0,차대사람 - 횡단중,교차로 - 교차로안,승용,보행자
서울특별시 송파구 잠실동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로 - 교차로횡단보도내,자전거,승용
서울특별시 노원구 하계동,경상사고,0,0,1,0,차대차 - 정면충돌,단일로 - 기타,자전거,자전거
서울특별시 영등포구 영등포동5가,경상사고,0,0,1,0,차대차 - 기타,교차로 - 교차로부근,화물,자전거
서울특별시 송파구 가락동,경상사고,0,0,1,0,차대사람 - 횡단중,교차로 - 교차로횡단보도내,화물,보행자
서울특별시 구로구 구로동,중상사고,0,1,0,0,차대차 - 기타,기타 - 기타,승용,화물
서울특별시 서초구 서초동,경상사고,0,0,1,0,차량단독 - 기타,교차로 - 교차로부근,승합,
서울특별시 양천구 신월동,중상사고,0,1,0,0,차대사람 - 기타,단일로 - 기타,승용,보행자
서울특별시 용산구 한남동,경상사고,0,0,1,0,차대사람 - 횡단중,교차로 - 교차로안,승합,보행자
서울특별시 동대문구 답십리동,경상사고,0,0,4,0,차대차 - 추돌,교차로 - 교차로부근,승용,승용
서울특별시 강서구 화곡동,경상사고,0,0,2,0,차대사람 - 횡단중,교차로 - 교차로안,이륜,보행자
서울특별시 서대문구 영천동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로 - 교차로안,승용,이륜
서울특별시 광진구 자양동,경상사고,0,0,1,0,차대차 - 추돌,단일로 - 기타,이륜,이륜
서울특별시 강서구 마곡동,중상사고,0,3,1,0,차대차 - 기타,교차로 - 교차로부근,승용,승용
서울특별시 강동구 길동,경상사고,0,0,1,0,차대사람 - 기타,기타 - 기타,승합,보행자
서울특별시 송파구 거여동,경상사고,0,0,1,0,차대차 - 측면충돌,단일로 - 기타,승용,이륜
서울특별시 은평구 대조동,중상사고,0,1,0,0,차대사람 - 기타,단일로 - 기타,승용,보행자
서울특별시 동작구 사당동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로 - 교차로부근,승합,승용
서울특별시 중랑구 망우동,경상사고,0,0,1,0,차대차 - 기타,기타 - 기타,승용,승용
서울특별시 송파구 석촌동,경상사고,0,0,1,0,차대차 - 기타,기타 - 기타,승용,이륜
